Name,Age,Position,HomeTeam,AwayTeam,HomeScore,Awayscore,HomeAwayStatus,MatchID,Date,Shots,ShotsOT,KeyPasses,PAPercentage,AerialsWon,Touches,Rating,Shots.1,ShotsOT.1,KeyPasses.1,Dribbles,Fouled,Offsides,Disp,UnsTouches,Rating.1,Tackles,Interceptions,Clearances,Blocks,Fouls,Rating.2,KeyPasses.2,Passes,PAPercentage.1,Crosses,AccCrosses,LB,AccLB,ThB,AccThB,Rating.3,Playtime
Jonny Howson,32,DR,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,1,0,1,91.2,0,95,6.66,1,0,1,1,0,0,0,0,6.66,3,0,2,0,3,6.66,1,68,91.2,8.0,1.0,11.0,6.0,0.0,0.0,6.66,90.0
Daniel Ayala,29,DC,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,85.1,4,54,6.49,0,0,0,0,0,0,0,1,6.49,2,0,3,0,0,6.49,0,47,85.1,0.0,0.0,5.0,1.0,0.0,0.0,6.49,90.0
Ryan Shotton,31,DC,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,74.4,3,60,7.18,0,0,0,1,1,0,2,0,7.18,1,0,7,2,1,7.18,0,39,74.4,0.0,0.0,8.0,4.0,0.0,0.0,7.18,90.0
Marc Bola,22,DL,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,1,72.5,1,64,6.59,0,0,1,2,0,0,0,1,6.59,1,2,2,0,1,6.59,1,40,72.5,7.0,0.0,4.0,0.0,0.0,0.0,6.59,90.0
Adam Clayton,31,MC,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,2,83.6,2,76,7.98,0,0,2,1,1,0,0,0,7.98,4,1,5,1,0,7.98,2,61,83.6,1.0,1.0,9.0,2.0,0.0,0.0,7.98,90.0
Patrick McNair,25,MC,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,3,1,0,92.5,2,68,7.55,3,1,0,2,3,0,1,4,7.55,1,1,0,0,2,7.55,0,40,92.5,4.0,0.0,2.0,2.0,0.0,0.0,7.55,90.0
George Saville,27,MC,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,82.1,1,56,6.34,0,0,0,0,1,0,0,4,6.34,1,0,3,2,1,6.34,0,39,82.1,3.0,0.0,0.0,0.0,0.0,0.0,6.34,90.0
Ashley Fletcher,24,FWR,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,2,0,2,56.0,7,40,7.84,2,0,2,2,0,0,2,0,7.84,1,1,1,0,1,7.84,2,25,56.0,1.0,0.0,1.0,0.0,1.0,0.0,7.84,90.0
Britt Assombalonga,27,FW,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,3,1,1,90.0,2,20,6.21,3,1,1,0,0,1,2,2,6.21,0,0,1,0,2,6.21,1,10,90.0,0.0,0.0,1.0,1.0,0.0,0.0,6.21,90.0
Marcus Browne,22,FWL,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,66.7,2,15,6.27,0,0,0,0,2,0,1,0,6.27,0,0,1,0,2,6.27,0,6,66.7,1.0,0.0,1.0,0.0,0.0,0.0,6.27,90.0
Marvin Johnson,29,Sub,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,2,0,3,69.0,0,54,6.74,2,0,3,1,1,0,2,0,6.74,1,0,0,0,0,6.74,3,29,69.0,8.0,2.0,1.0,0.0,0.0,0.0,6.74,0.0
Lewis Wing,25,Sub,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,100.0,0,8,6.05,0,0,0,0,1,0,0,0,6.05,0,0,0,0,0,6.05,0,5,100.0,2.0,0.0,2.0,2.0,0.0,0.0,6.05,0.0
Rudy Gestede,31,Sub,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Dael Fry,22,Sub,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Marcus Tavernier,21,Sub,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Aynsley Pears,22,Sub,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Stephen Walker,19,Sub,Middlesbrough,Millwall,1,1,0,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Bartosz Bialkowski,33,GK,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,57.6,0,47,6.41,0,0,0,0,0,0,0,0,6.41,0,0,0,0,0,6.41,0,33,57.6,0.0,0.0,24.0,10.0,0.0,0.0,6.41,90.0
Mahlon Romeo,24,DR,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,1,66.7,2,54,6.55,0,0,1,0,2,0,0,0,6.55,2,1,1,1,1,6.55,1,21,66.7,4.0,1.0,2.0,0.0,0.0,0.0,6.55,90.0
Alex Pearce,31,DC,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,1,0,0,77.8,1,44,6.89,1,0,0,0,1,0,0,0,6.89,1,2,10,0,0,6.89,0,27,77.8,0.0,0.0,6.0,2.0,0.0,0.0,6.89,90.0
Jake Cooper,25,DC,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,1,0,0,72.7,6,35,7.07,1,0,0,0,0,0,0,0,7.07,2,0,4,3,0,7.07,0,22,72.7,0.0,0.0,9.0,7.0,0.0,0.0,7.07,90.0
Murray Wallace,27,DL,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,1,0,1,64.3,3,59,7.36,1,0,1,3,2,0,0,1,7.36,2,2,3,0,1,7.36,1,28,64.3,4.0,1.0,9.0,4.0,0.0,0.0,7.36,90.0
Aiden O'Brien,26,MR,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,1,92.3,0,29,6.13,0,0,1,1,1,0,2,3,6.13,0,0,1,0,1,6.13,1,13,92.3,1.0,0.0,2.0,1.0,0.0,0.0,6.13,90.0
Shaun Williams,33,MC,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,72.2,3,49,6.39,0,0,0,0,1,0,0,1,6.39,3,0,1,1,3,6.39,0,36,72.2,0.0,0.0,4.0,1.0,0.0,0.0,6.39,90.0
Ryan Leonard,28,MC,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,1,71.4,2,50,6.69,0,0,1,0,1,0,0,1,6.69,2,2,1,0,1,6.69,1,35,71.4,3.0,2.0,4.0,1.0,0.0,0.0,6.69,90.0
Connor Mahoney,23,ML,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,2,0,3,64.7,0,37,6.90,2,0,3,1,1,0,1,1,6.90,2,0,1,0,0,6.90,3,17,64.7,10.0,3.0,1.0,0.0,0.0,0.0,6.90,90.0
Ben Thompson,24,AMC,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,3,1,1,56.5,4,41,6.50,3,1,1,0,2,0,1,2,6.50,1,0,1,0,2,6.50,1,23,56.5,1.0,0.0,4.0,2.0,0.0,0.0,6.50,90.0
Matt Smith,31,FW,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,4,2,2,53.9,12,38,7.62,4,2,2,0,1,0,2,1,7.62,0,0,2,0,1,7.62,2,26,53.9,0.0,0.0,0.0,0.0,0.0,0.0,7.62,90.0
Jason McCarthy,24,Sub,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,100.0,0,2,6.00,0,0,0,0,0,0,0,0,6.00,0,0,0,0,0,6.00,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00,0.0
Tom Bradshaw,28,Sub,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,1,1,0,25.0,0,9,7.16,1,1,0,0,1,0,0,0,7.16,1,0,0,0,0,7.16,0,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16,0.0
Shane Ferguson,29,Sub,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,50.0,0,5,6.28,0,0,0,0,0,0,0,0,6.28,1,1,1,0,0,6.28,0,2,50.0,0.0,0.0,1.0,0.0,0.0,0.0,6.28,0.0
Jón Dadi Bödvarsson,28,Sub,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jayson Molumby,20,Sub,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Luke Steele,35,Sub,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Shaun Hutchinson,29,Sub,Middlesbrough,Millwall,1,1,1,1381401,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Declan Rudd,29,GK,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,43.3,2,40,6.53,0,0,0,0,2,0,0,0,6.53,0,0,1,0,0,6.53,0,30,43.3,0.0,0.0,26.0,9.0,0.0,0.0,6.53,90.0
Darnell Fisher,26,DR,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,1,57.7,1,46,6.58,0,0,1,0,2,0,0,0,6.58,2,0,2,0,1,6.58,1,26,57.7,3.0,0.0,8.0,4.0,0.0,0.0,6.58,90.0
Patrick Bauer,27,DC,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,70.0,3,44,6.72,0,0,0,0,1,0,0,0,6.72,0,1,2,0,1,6.72,0,40,70.0,0.0,0.0,9.0,2.0,0.0,0.0,6.72,90.0
Ben Davies,24,DC,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,75.6,4,59,6.93,0,0,0,0,3,0,1,0,6.93,2,0,4,1,0,6.93,0,45,75.6,0.0,0.0,8.0,2.0,0.0,0.0,6.93,90.0
Joseph Rafferty,26,DL,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,69.0,2,56,6.37,0,0,0,0,0,0,0,1,6.37,1,0,3,0,0,6.37,0,29,69.0,2.0,0.0,5.0,2.0,0.0,0.0,6.37,90.0
Alan Browne,25,DMC,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,79.3,3,51,7.13,0,0,0,0,2,0,2,2,7.13,7,0,1,2,1,7.13,0,29,79.3,0.0,0.0,2.0,0.0,0.0,0.0,7.13,90.0
Ben Pearson,25,DMC,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,84.8,1,54,6.52,0,0,0,0,1,0,0,0,6.52,2,0,2,0,3,6.52,0,46,84.8,0.0,0.0,4.0,2.0,0.0,0.0,6.52,90.0
Billy Bodin,28,AMR,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,62.5,0,45,6.36,0,0,0,0,0,0,1,2,6.36,1,0,1,0,0,6.36,0,24,62.5,9.0,3.0,3.0,2.0,0.0,0.0,6.36,90.0
Daniel Johnson,27,AMC,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,4,3,0,96.0,0,43,7.92,4,3,0,1,0,1,1,2,7.92,3,1,1,0,3,7.92,0,25,96.0,3.0,0.0,0.0,0.0,0.0,0.0,7.92,90.0
Sean Maguire,26,AML,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,1,0,0,65.0,0,36,7.04,1,0,0,0,3,0,3,1,7.04,2,1,0,0,0,7.04,0,20,65.0,1.0,0.0,2.0,1.0,0.0,0.0,7.04,90.0
Jayden Stockley,26,FW,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,1,0,0,58.3,6,24,6.72,1,0,0,0,2,0,0,2,6.72,0,0,2,0,0,6.72,0,12,58.3,1.0,0.0,1.0,1.0,0.0,0.0,6.72,90.0
Jordan Storey,22,Sub,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,33.3,2,6,6.31,0,0,0,0,0,0,0,0,6.31,0,0,3,0,0,6.31,0,3,33.3,0.0,0.0,1.0,0.0,0.0,0.0,6.31,0.0
Tom Barkhuizen,27,Sub,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,2,1,0,50.0,0,13,6.38,2,1,0,1,0,0,0,0,6.38,0,0,2,0,0,6.38,0,6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0
Paul Gallagher,35,Sub,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,100.0,0,3,6.06,0,0,0,0,0,0,0,0,6.06,0,0,0,0,1,6.06,0,1,100.0,1.0,1.0,1.0,1.0,0.0,0.0,6.06,0.0
Connor Ripley,27,Sub,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Josh Harrop,24,Sub,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Brad Potts,26,Sub,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Andre Green,22,Sub,Preston,Sheffield Wednesday,2,1,0,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Keiren Westwood,35,GK,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,0,40.0,0,31,5.95,0,0,0,0,0,0,0,0,5.95,0,0,1,0,0,5.95,0,25,40.0,0.0,0.0,22.0,7.0,0.0,0.0,5.95,90.0
Moses Odubajo,27,DR,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,1,80.0,1,41,5.07,0,0,1,0,0,0,2,0,5.07,1,1,2,0,3,5.07,1,20,80.0,0.0,0.0,1.0,0.0,0.0,0.0,5.07,90.0
Julian Börner,29,DC,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,3,0,0,87.1,5,41,6.66,3,0,0,0,0,1,0,0,6.66,0,1,6,0,1,6.66,0,31,87.1,0.0,0.0,2.0,2.0,0.0,0.0,6.66,90.0
Tom Lees,29,DC,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,1,54.1,11,47,6.89,0,0,1,0,0,0,0,0,6.89,1,0,2,1,0,6.89,1,37,54.1,0.0,0.0,13.0,3.0,0.0,0.0,6.89,90.0
Morgan Fox,26,DL,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,1,0,1,47.6,1,49,6.70,1,0,1,0,0,0,0,1,6.70,5,0,2,0,0,6.70,1,21,47.6,3.0,0.0,7.0,3.0,0.0,0.0,6.70,90.0
Sam Hutchinson,30,MC,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,1,0,0,77.1,1,48,6.37,1,0,0,0,0,0,0,0,6.37,2,2,1,0,3,6.37,0,35,77.1,0.0,0.0,6.0,2.0,0.0,0.0,6.37,90.0
Kieran Lee,32,MC,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,0,85.7,1,32,6.22,0,0,0,0,2,0,0,1,6.22,1,1,2,0,1,6.22,0,21,85.7,0.0,0.0,2.0,1.0,0.0,0.0,6.22,90.0
Barry Bannan,30,MC,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,3,73.5,0,50,6.42,0,0,3,1,1,1,0,1,6.42,0,0,0,0,0,6.42,3,34,73.5,9.0,3.0,6.0,2.0,0.0,0.0,6.42,90.0
Jacob Murphy,25,FWR,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,1,0,0,71.4,0,15,6.20,1,0,0,2,0,0,0,0,6.20,0,0,0,0,0,6.20,0,7,71.4,3.0,0.0,1.0,0.0,0.0,0.0,6.20,90.0
Steven Fletcher,33,FW,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,1,1,0,36.8,10,29,7.94,1,1,0,0,0,2,1,1,7.94,2,0,3,0,3,7.94,0,19,36.8,0.0,0.0,0.0,0.0,0.0,0.0,7.94,90.0
Kadeem Harris,27,FWL,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,1,0,0,86.7,1,38,6.56,1,0,0,2,3,0,0,3,6.56,1,1,1,0,1,6.56,0,15,86.7,2.0,0.0,0.0,0.0,0.0,0.0,6.56,90.0
Fernando Forestieri,30,Sub,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,1,1,1,70.0,0,19,6.12,1,1,1,0,2,0,3,1,6.12,0,0,0,0,2,6.12,1,10,70.0,2.0,0.0,1.0,0.0,0.0,0.0,6.12,0.0
Adam Reach,27,Sub,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,1,83.3,0,13,6.61,0,0,1,0,0,0,0,0,6.61,1,0,0,0,2,6.61,1,6,83.3,2.0,1.0,1.0,0.0,0.0,0.0,6.61,0.0
Atdhe Nuhiu,31,Sub,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,2,1,0,85.7,1,17,6.47,2,1,0,2,0,0,3,1,6.47,0,0,0,0,0,6.47,0,7,85.7,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0
Massimo Luongo,27,Sub,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Cameron Dawson,25,Sub,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Dominic Iorfa,25,Sub,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jordan Rhodes,30,Sub,Preston,Sheffield Wednesday,2,1,1,1381402,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Joe Lumley,25,GK,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,0,73.3,0,38,6.35,0,0,0,0,0,0,0,0,6.35,0,0,0,0,0,6.35,0,30,73.3,0.0,0.0,14.0,6.0,0.0,0.0,6.35,90.0
Angel Rangel,37,DR,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,1,0,1,86.0,1,60,6.60,1,0,1,0,0,1,0,0,6.60,1,1,0,0,1,6.60,1,50,86.0,0.0,0.0,3.0,2.0,0.0,0.0,6.60,90.0
Yoann Barbet,27,DC,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,1,1,0,73.2,3,57,7.12,1,1,0,1,0,0,0,0,7.12,3,1,2,1,2,7.12,0,41,73.2,1.0,0.0,9.0,3.0,0.0,0.0,7.12,90.0
Grant Hall,28,DC,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,1,0,0,87.2,0,55,6.62,1,0,0,1,0,0,0,0,6.62,0,1,5,0,1,6.62,0,47,87.2,0.0,0.0,14.0,10.0,0.0,0.0,6.62,90.0
Ryan Manning,24,DL,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,1,68.3,3,70,7.07,0,0,1,0,3,0,1,1,7.07,4,0,1,0,1,7.07,1,41,68.3,10.0,2.0,7.0,3.0,0.0,0.0,7.07,90.0
Dominic Ball,24,DMC,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,1,0,0,86.1,5,55,6.71,1,0,0,0,0,0,1,0,6.71,2,1,0,0,2,6.71,0,43,86.1,0.0,0.0,9.0,7.0,0.0,0.0,6.71,90.0
Josh Scowen,27,DMC,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,0,81.0,0,27,5.74,0,0,0,0,1,0,1,3,5.74,0,0,0,0,1,5.74,0,21,81.0,1.0,0.0,1.0,0.0,0.0,0.0,5.74,90.0
Eberechi Eze,22,AMR,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,4,1,4,86.5,0,51,8.91,4,1,4,3,2,0,1,1,8.91,1,1,0,0,1,8.91,4,37,86.5,1.0,1.0,3.0,3.0,0.0,0.0,8.91,90.0
Ilias Chair,22,AMC,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,3,1,4,78.1,0,51,6.93,3,1,4,0,3,0,2,3,6.93,2,0,0,0,1,6.93,4,32,78.1,3.0,0.0,3.0,2.0,1.0,1.0,6.93,90.0
Marc Pugh,33,AML,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,1,0,3,95.2,0,31,6.45,1,0,3,0,1,0,2,2,6.45,0,0,1,0,1,6.45,3,21,95.2,1.0,1.0,0.0,0.0,0.0,0.0,6.45,90.0
Nahki Wells,30,FW,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,4,1,4,79.0,0,38,8.16,4,1,4,0,4,0,2,2,8.16,2,0,1,0,1,8.16,4,19,79.0,1.0,0.0,2.0,2.0,0.0,0.0,8.16,90.0
Toni Leistner,29,Sub,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,1,80.0,2,17,6.55,0,0,1,0,1,0,0,0,6.55,0,0,0,0,0,6.55,1,15,80.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,0.0
Jordan Hugill,28,Sub,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,4,1,0,80.0,3,16,7.11,4,1,0,0,0,0,1,1,7.11,0,0,0,0,1,7.11,0,10,80.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11,0.0
Matthew Smith,20,Sub,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,0,57.1,0,10,6.33,0,0,0,0,0,0,0,0,6.33,0,2,0,0,0,6.33,0,7,57.1,0.0,0.0,1.0,0.0,0.0,0.0,6.33,0.0
Charlie Owens,22,Sub,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Todd Kane,26,Sub,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Bright Samuel,22,Sub,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Liam Kelly,24,Sub,Queens Park Rangers,Wigan,3,1,0,1381403,24-Aug-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
David Marshall,35,GK,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,0,0,0,65.4,1,35,5.60,0,0,0,0,0,0,0,0,5.60,0,0,1,0,0,5.60,0,26,65.4,0.0,0.0,20.0,11.0,0.0,0.0,5.60,90.0
Cedric Kipre,23,DC,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,1,1,0,84.0,1,37,7.30,1,1,0,0,1,0,0,1,7.30,1,3,4,0,2,7.30,0,25,84.0,0.0,0.0,6.0,3.0,0.0,0.0,7.30,90.0
Cheyenne Dunkley,28,DC,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,1,0,0,89.5,3,30,6.13,1,0,0,0,0,0,1,0,6.13,1,0,6,1,1,6.13,0,19,89.5,0.0,0.0,3.0,2.0,0.0,0.0,6.13,90.0
Daniel Fox,34,DC,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,1,0,5,77.8,2,54,7.49,1,0,5,0,0,0,0,0,7.49,4,0,3,2,1,7.49,5,36,77.8,3.0,3.0,12.0,5.0,0.0,0.0,7.49,90.0
Nathan Byrne,28,DMR,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,0,0,0,76.3,0,74,5.91,0,0,0,1,0,0,3,3,5.91,1,0,2,0,2,5.91,0,38,76.3,2.0,0.0,7.0,2.0,0.0,0.0,5.91,90.0
Antonee Robinson,22,DML,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,0,0,0,80.0,0,37,6.19,0,0,0,1,3,0,0,0,6.19,1,0,4,0,1,6.19,0,15,80.0,4.0,0.0,4.0,2.0,0.0,0.0,6.19,90.0
Sam Morsy,28,MC,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,0,0,1,77.4,0,40,6.25,0,0,1,1,1,0,0,0,6.25,2,0,3,0,5,6.25,1,31,77.4,0.0,0.0,5.0,2.0,0.0,0.0,6.25,90.0
Lee Evans,26,MC,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,1,1,0,71.4,2,55,6.32,1,1,0,0,0,0,0,1,6.32,0,2,0,2,0,6.32,0,42,71.4,3.0,0.0,11.0,5.0,0.0,0.0,6.32,90.0
Michael Jacobs,28,AMC,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,1,0,0,85.7,1,17,6.47,1,0,0,0,1,2,1,2,6.47,1,0,0,0,0,6.47,0,7,85.7,0.0,0.0,2.0,2.0,0.0,0.0,6.47,90.0
Jamal Lowe,26,AMC,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,1,0,0,70.0,0,19,6.22,1,0,0,0,1,0,0,0,6.22,1,0,1,0,0,6.22,0,10,70.0,0.0,0.0,3.0,1.0,0.0,0.0,6.22,90.0
Joe Garner,32,FW,Queens Park Rangers,Wigan,3,1,1,1381403,24-Aug-19,2,1,1,33.3,10,26,6.92,2,1,1,0,4,0,0,1,6.92,1,0,0,0,4,6.92,1,15,33.3,0.0,0.0,0.0,0.0,0.0,0.0,6.92,90.0
