Name,Age,Position,HomeTeam,AwayTeam,HomeScore,Awayscore,HomeAwayStatus,MatchID,Date,Shots,ShotsOT,KeyPasses,PAPercentage,AerialsWon,Touches,Rating,Shots.1,ShotsOT.1,KeyPasses.1,Dribbles,Fouled,Offsides,Disp,UnsTouches,Rating.1,Tackles,Interceptions,Clearances,Blocks,Fouls,Rating.2,KeyPasses.2,Passes,PAPercentage.1,Crosses,AccCrosses,LB,AccLB,ThB,AccThB,Rating.3,Playtime
Declan Rudd,29,GK,Preston,Derby,0,1,0,1381809,01-Jul-20,1,0,0,71.0,1,37,6.39,1,0,0,0,0,0,0,0,6.39,0,0,0,0,0,6.39,0,31,71.0,0.0,0.0,21.0,12.0,0.0,0.0,6.39,90.0
Joseph Rafferty,26,DR,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,1,80.3,2,94,6.62,0,0,1,1,1,0,1,0,6.62,1,0,1,0,0,6.62,1,66,80.3,5.0,2.0,9.0,5.0,0.0,0.0,6.62,90.0
Ben Davies,24,DC,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,91.8,1,76,5.77,0,0,0,0,0,0,0,1,5.77,0,0,2,0,0,5.77,0,73,91.8,0.0,0.0,13.0,9.0,0.0,0.0,5.77,90.0
Paul Huntington,32,DC,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,92.6,4,61,6.70,0,0,0,0,1,0,0,0,6.70,1,1,2,1,1,6.70,0,54,92.6,0.0,0.0,8.0,5.0,0.0,0.0,6.70,90.0
Andrew Hughes,28,DL,Preston,Derby,0,1,0,1381809,01-Jul-20,2,0,0,83.3,2,63,6.21,2,0,0,0,1,0,1,0,6.21,1,1,1,0,0,6.21,0,42,83.3,0.0,0.0,3.0,1.0,0.0,0.0,6.21,90.0
Ben Pearson,25,DMC,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,2,88.9,2,64,6.69,0,0,2,0,1,0,0,0,6.69,1,3,1,0,3,6.69,2,54,88.9,0.0,0.0,6.0,4.0,0.0,0.0,6.69,76.0
Scott Sinclair,31,MR,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,73.3,0,36,6.09,0,0,0,2,2,0,6,5,6.09,1,1,0,0,0,6.09,0,15,73.3,0.0,0.0,1.0,0.0,0.0,0.0,6.09,72.0
Alan Browne,25,MC,Preston,Derby,0,1,0,1381809,01-Jul-20,2,0,0,79.5,3,68,6.53,2,0,0,2,1,0,2,7,6.53,0,2,1,0,1,6.53,0,39,79.5,3.0,0.0,1.0,0.0,0.0,0.0,6.53,90.0
Brad Potts,26,MC,Preston,Derby,0,1,0,1381809,01-Jul-20,1,1,1,92.9,0,50,7.00,1,1,1,5,0,0,1,1,7.00,0,1,0,0,1,7.00,1,28,92.9,3.0,1.0,0.0,0.0,0.0,0.0,7.00,90.0
Paul Gallagher,35,ML,Preston,Derby,0,1,0,1381809,01-Jul-20,2,0,1,81.3,1,62,6.77,2,0,1,1,1,0,0,0,6.77,2,0,0,0,1,6.77,1,48,81.3,4.0,1.0,12.0,10.0,1.0,0.0,6.77,72.0
David Nugent,35,FW,Preston,Derby,0,1,0,1381809,01-Jul-20,1,0,0,80.0,6,25,6.39,1,0,0,1,1,0,0,5,6.39,0,0,1,0,2,6.39,0,15,80.0,0.0,0.0,1.0,1.0,0.0,0.0,6.39,59.0
Sean Maguire,26,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,75.0,1,11,6.08,0,0,0,0,1,0,1,1,6.08,0,0,0,0,0,6.08,0,4,75.0,3.0,1.0,0.0,0.0,0.0,0.0,6.08,31.0
Jayden Stockley,26,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,30.0,6,10,6.33,0,0,0,0,0,0,0,0,6.33,0,0,0,0,1,6.33,0,10,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,14.0
Josh Harrop,24,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,1,85.7,0,23,6.31,0,0,1,1,0,0,0,2,6.31,1,0,0,0,0,6.31,1,14,85.7,5.0,1.0,3.0,2.0,1.0,0.0,6.31,18.0
Tom Barkhuizen,27,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,61.5,2,19,6.15,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,6.15,0,13,61.5,2.0,0.0,0.0,0.0,0.0,0.0,6.15,18.0
Patrick Bauer,27,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ryan Ledson,22,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Darnell Fisher,26,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Connor Ripley,27,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Billy Bodin,28,Sub,Preston,Derby,0,1,0,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ben Hamer,32,GK,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,61.3,0,40,6.59,0,0,0,0,0,0,0,0,6.59,0,0,0,0,0,6.59,0,31,61.3,0.0,0.0,18.0,6.0,0.0,0.0,6.59,90.0
Jayden Bogle,20,DR,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,95.1,0,61,6.86,0,0,0,0,3,0,0,2,6.86,2,1,1,0,0,6.86,0,41,95.1,2.0,1.0,3.0,2.0,0.0,0.0,6.86,64.0
Matthew Clarke,23,DC,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,81.4,10,57,7.72,0,0,0,0,1,0,0,0,7.72,1,2,10,0,1,7.72,0,43,81.4,0.0,0.0,5.0,2.0,0.0,0.0,7.72,90.0
George Evans,25,DC,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,85.3,2,40,6.88,0,0,0,0,0,0,0,0,6.88,0,2,2,2,0,6.88,0,34,85.3,0.0,0.0,3.0,0.0,0.0,0.0,6.88,82.0
Max Lowe,23,DL,Preston,Derby,0,1,1,1381809,01-Jul-20,2,0,0,73.7,1,77,7.42,2,0,0,2,1,0,0,3,7.42,4,3,1,0,3,7.42,0,38,73.7,1.0,0.0,4.0,1.0,0.0,0.0,7.42,90.0
Wayne Rooney,34,DMC,Preston,Derby,0,1,1,1381809,01-Jul-20,1,1,1,72.9,0,62,7.78,1,1,1,2,0,0,0,2,7.78,1,0,0,0,0,7.78,1,48,72.9,5.0,1.0,8.0,6.0,0.0,0.0,7.78,90.0
Max Bird,19,DMC,Preston,Derby,0,1,1,1381809,01-Jul-20,1,0,0,93.0,1,69,6.83,1,0,0,0,0,0,0,2,6.83,2,2,2,0,0,6.83,0,57,93.0,1.0,0.0,3.0,3.0,0.0,0.0,6.83,90.0
Duane Holmes,25,AMR,Preston,Derby,0,1,1,1381809,01-Jul-20,2,1,0,88.9,0,39,6.67,2,1,0,2,1,0,1,1,6.67,0,0,0,0,0,6.67,0,27,88.9,1.0,0.0,1.0,0.0,0.0,0.0,6.67,64.0
Louie Sibley,18,AMC,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,1,77.8,0,27,6.68,0,0,1,1,3,0,1,0,6.68,3,0,0,0,4,6.68,1,18,77.8,0.0,0.0,1.0,1.0,0.0,0.0,6.68,64.0
Jason Knight,19,AML,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,92.9,0,41,6.79,0,0,0,0,0,0,0,2,6.79,4,3,0,0,1,6.79,0,28,92.9,0.0,0.0,4.0,3.0,0.0,0.0,6.79,90.0
Martyn Waghorn,30,FW,Preston,Derby,0,1,1,1381809,01-Jul-20,1,1,2,80.0,1,39,6.79,1,1,2,2,1,0,0,4,6.79,0,0,1,0,2,6.79,2,25,80.0,1.0,0.0,4.0,3.0,1.0,0.0,6.79,90.0
Scott Malone,29,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,50.0,0,3,6.08,0,0,0,0,0,0,0,0,6.08,0,0,1,0,0,6.08,0,2,50.0,0.0,0.0,1.0,0.0,0.0,0.0,6.08,90.0
Curtis Davies,35,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,0.0,3,5,6.65,0,0,0,0,0,0,0,0,6.65,0,2,2,0,0,6.65,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,8.0
Chris Martin,31,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,1,0,1,64.7,7,22,6.87,1,0,1,0,0,0,0,0,6.87,0,0,3,0,0,6.87,1,17,64.7,0.0,0.0,1.0,1.0,0.0,0.0,6.87,26.0
Craig Forsyth,31,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,45.5,3,19,6.26,0,0,0,0,0,0,0,0,6.26,0,0,2,0,0,6.26,0,11,45.5,0.0,0.0,3.0,0.0,0.0,0.0,6.26,26.0
Graeme Shinnie,28,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,80.0,1,8,6.30,0,0,0,0,0,0,0,0,6.30,0,1,2,0,0,6.30,0,5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,6.30,26.0
Kelle Roos,28,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Florian Jozefzoon,29,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Morgan Whittaker,19,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jahmal Hector-Ingram,21,Sub,Preston,Derby,0,1,1,1381809,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Brice Samba,26,GK,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,50.0,1,36,7.10,0,0,0,0,0,0,0,0,7.10,0,0,2,0,0,7.10,0,26,50.0,0.0,0.0,17.0,4.0,0.0,0.0,7.10,90.0
Matthew Cash,22,DR,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,1,1,0,62.1,1,48,6.73,1,1,0,0,1,0,0,0,6.73,0,0,4,0,1,6.73,0,29,62.1,1.0,0.0,10.0,3.0,0.0,0.0,6.73,90.0
Tobias Figueiredo,26,DC,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,2,0,0,77.8,10,53,7.66,2,0,0,0,0,0,0,1,7.66,1,1,9,0,0,7.66,0,36,77.8,0.0,0.0,6.0,3.0,0.0,0.0,7.66,90.0
Joe Worrall,23,DC,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,75.0,4,44,7.07,0,0,0,0,0,0,0,0,7.07,0,0,7,0,0,7.07,0,36,75.0,0.0,0.0,9.0,4.0,0.0,0.0,7.07,90.0
Yuri Ribeiro,23,DL,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,2,74.4,3,59,7.10,0,0,2,0,0,0,1,3,7.10,2,0,4,0,1,7.10,2,39,74.4,1.0,1.0,5.0,1.0,0.0,0.0,7.10,90.0
Ryan Yates,22,DMC,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,2,0,1,74.2,7,51,7.18,2,0,1,0,5,0,1,2,7.18,1,0,3,0,1,7.18,1,31,74.2,0.0,0.0,3.0,1.0,0.0,0.0,7.18,87.0
Ben Watson,35,DMC,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,1,83.7,0,50,6.57,0,0,1,0,0,0,1,2,6.57,1,0,2,0,0,6.57,1,43,83.7,0.0,0.0,9.0,4.0,0.0,0.0,6.57,90.0
Joe Lolley,27,AMR,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,2,73.3,1,31,6.92,0,0,2,0,1,0,0,3,6.92,3,2,0,0,0,6.92,2,15,73.3,3.0,1.0,3.0,1.0,0.0,0.0,6.92,45.0
Tiago Silva,27,AMC,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,3,1,1,80.7,1,45,7.62,3,1,1,0,1,0,2,1,7.62,0,1,0,0,4,7.62,1,31,80.7,2.0,2.0,2.0,0.0,0.0,0.0,7.62,87.0
Sammy Ameobi,28,AML,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,2,0,0,70.8,5,42,7.48,2,0,0,3,1,1,1,2,7.48,1,0,3,1,1,7.48,0,24,70.8,3.0,0.0,4.0,2.0,0.0,0.0,7.48,90.0
Lewis Grabban,32,FW,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,1,100.0,0,16,6.47,0,0,1,0,1,1,0,0,6.47,1,0,1,0,1,6.47,1,11,100.0,0.0,0.0,1.0,1.0,0.0,0.0,6.47,90.0
Nuno da Costa,29,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,1,81.8,2,28,6.36,0,0,1,1,0,0,0,8,6.36,1,0,0,0,2,6.36,1,11,81.8,0.0,0.0,2.0,2.0,0.0,0.0,6.36,45.0
Samba Sow,31,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,66.7,0,5,6.25,0,0,0,1,0,0,0,0,6.25,0,1,0,0,1,6.25,0,3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,6.25,3.0
Tyler Walker,23,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,1,1,0,0.0,0,1,6.20,1,1,0,0,0,0,0,0,6.20,0,0,0,0,0,6.20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20,90.0
Michael Dawson,36,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,100.0,0,4,6.02,0,0,0,0,0,0,0,0,6.02,0,0,0,0,0,6.02,0,4,100.0,0.0,0.0,2.0,2.0,0.0,0.0,6.02,3.0
João Carvalho,23,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jordan Smith,25,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Alex Mighten,18,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
John Bostock,28,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Carl Jenkinson,28,Sub,Nottingham Forest,Bristol City,1,0,0,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Niki Mäenp,35,GK,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,85.7,0,9,6.32,0,0,0,0,0,0,0,1,6.32,0,0,0,0,0,6.32,0,7,85.7,0.0,0.0,2.0,1.0,0.0,0.0,6.32,27.0
Zak Vyner,23,DR,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,3,76.5,1,64,6.49,0,0,3,0,1,0,1,0,6.49,0,1,0,2,1,6.49,3,34,76.5,7.0,3.0,12.0,7.0,0.0,0.0,6.49,90.0
Nathan Baker,29,DC,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,1,0,0,66.0,10,57,6.79,1,0,0,0,1,0,0,1,6.79,0,1,0,0,0,6.79,0,50,66.0,1.0,0.0,10.0,1.0,0.0,0.0,6.79,90.0
Ashley Williams,35,DC,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,1,1,0,92.6,1,60,5.44,1,1,0,0,0,0,0,1,5.44,1,0,1,2,1,5.44,0,54,92.6,0.0,0.0,11.0,8.0,0.0,0.0,5.44,90.0
Jay Dasilva,22,DL,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,1,90.0,0,69,6.59,0,0,1,1,0,0,1,0,6.59,3,1,0,0,1,6.59,1,40,90.0,10.0,2.0,3.0,1.0,0.0,0.0,6.59,90.0
Nagy,25,MC,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,1,82.7,0,61,6.44,0,0,1,1,0,0,0,0,6.44,2,1,0,0,0,6.44,1,52,82.7,0.0,0.0,5.0,4.0,0.0,0.0,6.44,90.0
Callum O'Dowda,25,MC,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,61.9,5,33,6.61,0,0,0,1,2,0,1,1,6.61,2,0,0,0,2,6.61,0,21,61.9,2.0,0.0,0.0,0.0,0.0,0.0,6.61,75.0
Korey Smith,29,MC,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,83.1,0,68,6.46,0,0,0,0,4,0,0,1,6.46,3,1,0,0,0,6.46,0,59,83.1,0.0,0.0,14.0,8.0,0.0,0.0,6.46,90.0
Andreas Weimann,28,FWR,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,62.5,0,29,5.77,0,0,0,0,0,0,1,2,5.77,1,1,0,0,3,5.77,0,16,62.5,3.0,0.0,0.0,0.0,0.0,0.0,5.77,75.0
Nahki Wells,30,FW,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,1,66.7,0,18,6.06,0,0,1,0,0,1,0,1,6.06,0,1,0,0,1,6.06,1,12,66.7,1.0,1.0,3.0,1.0,0.0,0.0,6.06,63.0
Benik Afobe,27,FWL,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,4,1,0,45.5,7,25,6.35,4,1,0,1,0,3,2,3,6.35,1,0,1,0,2,6.35,0,11,45.5,0.0,0.0,0.0,0.0,0.0,0.0,6.35,90.0
Famara Diédhiou,27,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,1,0,1,50.0,2,13,6.64,1,0,1,1,2,0,0,0,6.64,1,0,0,0,0,6.64,1,6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64,27.0
Jamie Paterson,28,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,1,57.1,0,15,6.23,0,0,1,1,2,0,0,2,6.23,0,0,0,0,0,6.23,1,7,57.1,2.0,0.0,1.0,0.0,0.0,0.0,6.23,15.0
Daniel Bentley,27,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,62.9,0,39,6.36,0,0,0,0,0,0,0,0,6.36,0,0,0,0,0,6.36,0,35,62.9,0.0,0.0,20.0,7.0,0.0,0.0,6.36,63.0
Kasey Palmer,23,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,1,0,0,87.5,0,12,6.02,1,0,0,0,0,0,1,0,6.02,0,0,0,0,0,6.02,0,8,87.5,0.0,0.0,3.0,3.0,0.0,0.0,6.02,15.0
Filip Benkovic,23,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Tomas Kalas,27,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Han-Noah Massengo,19,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Tommy Rowe,31,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Marley Watkins,29,Sub,Nottingham Forest,Bristol City,1,0,1,1381805,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Lee Camp,35,GK,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,68.8,0,39,7.21,0,0,0,0,0,0,0,0,7.21,0,0,0,0,0,7.21,0,32,68.8,0.0,0.0,19.0,9.0,0.0,0.0,7.21,90.0
Maxime Colin,28,DR,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,1,0,0,87.5,2,69,6.31,1,0,0,1,1,0,1,2,6.31,3,2,0,0,2,6.31,0,40,87.5,4.0,1.0,4.0,2.0,0.0,0.0,6.31,90.0
Harlee Dean,29,DC,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,71.7,7,75,5.92,0,0,0,0,2,0,1,0,5.92,0,1,5,0,2,5.92,0,60,71.7,1.0,0.0,19.0,8.0,0.0,0.0,5.92,90.0
Jake Clarke-Salter,22,DC,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,80.0,6,63,6.23,0,0,0,0,0,0,0,1,6.23,3,0,2,1,2,6.23,0,55,80.0,0.0,0.0,8.0,4.0,0.0,0.0,6.23,90.0
Kristian Pedersen,25,DL,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,1,0,2,80.0,7,66,6.83,1,0,2,1,1,0,0,1,6.83,0,0,1,1,1,6.83,2,40,80.0,6.0,3.0,3.0,2.0,0.0,0.0,6.83,90.0
Daniel Crowley,22,MR,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,3,69.8,0,69,6.80,0,0,3,3,2,0,1,1,6.80,2,0,1,0,1,6.80,3,43,69.8,8.0,2.0,7.0,2.0,0.0,0.0,6.80,90.0
Gary Gardner,28,MC,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,1,1,0,86.4,2,56,6.51,1,1,0,1,0,0,0,0,6.51,4,2,1,0,3,6.51,0,44,86.4,0.0,0.0,8.0,5.0,0.0,0.0,6.51,90.0
Jude Bellingham,17,MC,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,1,74.5,2,71,6.46,0,0,1,0,7,0,5,1,6.46,3,2,0,0,1,6.46,1,51,74.5,1.0,1.0,10.0,6.0,0.0,0.0,6.46,90.0
Jérémie Bela,27,ML,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,2,0,2,80.0,4,50,6.81,2,0,2,0,3,0,4,0,6.81,1,0,0,1,0,6.81,2,25,80.0,11.0,4.0,2.0,0.0,0.0,0.0,6.81,90.0
Scott Hogan,28,FW,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,60.0,0,9,5.59,0,0,0,0,0,2,0,2,5.59,0,0,0,0,0,5.59,0,5,60.0,1.0,0.0,0.0,0.0,0.0,0.0,5.59,90.0
Lukas Jutkiewicz,31,FW,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,5,1,0,70.0,4,27,6.10,5,1,0,0,3,0,1,1,6.10,0,0,0,0,5,6.10,0,10,70.0,2.0,1.0,1.0,1.0,0.0,0.0,6.10,90.0
Ivan Sunjic,23,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ryan Burke,19,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Maikel Kieftenbeld,30,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Marc Roberts,30,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Connal Trueman,24,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Wes Harding,23,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ryan Stirk,19,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Caolan Boyd-Munce,20,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jayden Reid,19,Sub,Birmingham,Huddersfield,0,3,0,1381785,01-Jul-20,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jonas Lössl,31,GK,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,33.3,1,38,6.99,0,0,0,0,1,0,0,0,6.99,0,0,1,0,0,6.99,0,33,33.3,0.0,0.0,29.0,7.0,0.0,0.0,6.99,90.0
Demeaco Duhaney,21,DR,Birmingham,Huddersfield,0,3,1,1381785,01-Jul-20,0,0,0,75.0,1,26,6.65,0,0,0,0,1,0,0,0,6.65,0,0,0,0,0,6.65,0,12,75.0,0.0,0.0,5.0,3.0,0.0,0.0,6.65,82.0
