,Name,Year,Age,Team,Competition,Appearances,Minutes
830,David Martin,2020,34,West Ham,EPL,5,436
831,David Martin,2019,33,Millwall,EC,10,900
832,David Martin,2018,32,Millwall,EC,1,90
833,David Martin,2016,30,Milton Keynes..,EC,35,3131
834,Aaron Ramsdale,2020,22,Bournemouth,EPL,36,3240
835,Roberto Jiménez,2020,34,Deportivo Ala..,SLL,9,789
836,Roberto Jiménez,2020,34,West Ham,EPL,8,686
837,Roberto Jiménez,2018,32,Malaga,SLL,34,3060
838,Roberto Jiménez,2017,31,Espanyol,SLL,4,307
839,Roberto Jiménez,2016,30,Olympiacos,UEL,2,210
840,Roberto Jiménez,2016,30,Olympiacos,UCL,6,540
841,Roberto Jiménez,2015,29,Olympiacos,UCL,6,540
842,Roberto Jiménez,2015,29,Olympiacos,UEL,2,180
843,Roberto Jiménez,2014,28,Olympiacos,UCL,8,720
844,Roberto Jiménez,2013,27,Real Zaragoza,SLL,33,2970
845,Roberto Jiménez,2012,26,Real Zaragoza,SLL,38,3420
846,Roberto Jiménez,2011,25,Benfica,UCL,6,540
847,Roberto Jiménez,2010,24,Atletico Madr..,SLL,3,270
848,Roberto Jiménez,2010,24,Real Zaragoza,SLL,15,1350
849,Roberto Jiménez,2010,24,Atletico Madr..,UCL,1,28
850,Pepe Reina,2020,37,AC Milan,ISA,2,91
851,Pepe Reina,2020,37,Aston Villa,EPL,11,990
852,Pepe Reina,2019,36,AC Milan,ISA,4,328
853,Pepe Reina,2019,36,AC Milan,UEL,6,540
854,Pepe Reina,2018,35,Napoli,ISA,37,3330
855,Pepe Reina,2018,35,Napoli,UEL,2,180
856,Pepe Reina,2018,35,Napoli,UCL,6,540
857,Pepe Reina,2017,34,Napoli,ISA,37,3330
858,Pepe Reina,2017,34,Napoli,UCL,8,720
859,Pepe Reina,2016,33,Napoli,ISA,37,3330
860,Pepe Reina,2016,33,Napoli,UEL,5,450
861,Pepe Reina,2015,32,Bayern Munich,GB,3,193
862,Pepe Reina,2014,31,Napoli,ISA,30,2603
863,Pepe Reina,2014,31,Napoli,UCL,5,450
864,Pepe Reina,2014,31,Napoli,UEL,4,315
865,Pepe Reina,2014,31,Spain,WC,1,90
866,Pepe Reina,2013,30,Spain,ICC,1,90
867,Pepe Reina,2013,30,Liverpool,UEL,5,450
868,Pepe Reina,2013,30,Liverpool,EPL,31,2790
869,Pepe Reina,2012,29,Liverpool,EPL,34,3053
870,Pepe Reina,2011,28,Liverpool,EPL,38,3420
871,Pepe Reina,2010,27,Liverpool,UCL,5,450
872,Pepe Reina,2010,27,Liverpool,EPL,38,3420
873,Ralf Fährmann,2020,31,Norwich,EPL,1,22
874,Ralf Fährmann,2019,30,Schalke 04,GB,17,1469
875,Ralf Fährmann,2019,30,Schalke 04,UCL,6,540
876,Ralf Fährmann,2018,29,Schalke 04,GB,34,3016
877,Ralf Fährmann,2017,28,Schalke 04,GB,34,3060
878,Ralf Fährmann,2017,28,Schalke 04,UEL,11,1020
879,Ralf Fährmann,2016,27,Schalke 04,GB,34,3060
880,Ralf Fährmann,2016,27,Schalke 04,UEL,8,720
881,Ralf Fährmann,2015,26,Schalke 04,GB,25,2250
882,Ralf Fährmann,2015,26,Schalke 04,UCL,6,540
883,Ralf Fährmann,2014,25,Schalke 04,UCL,4,360
884,Ralf Fährmann,2014,25,Schalke 04,GB,22,1980
885,Ralf Fährmann,2012,23,Schalke 04,GB,9,749
886,Ralf Fährmann,2011,22,Eintracht Fra..,GB,15,1306
887,Ralf Fährmann,2010,21,Eintracht Fra..,GB,3,270
888,Ørjan Nyland,2020,29,Aston Villa,EPL,7,537
889,Ørjan Nyland,2019,28,Aston Villa,EC,23,2070
890,Ørjan Nyland,2018,27,Ingolstadt,GB2,30,2700
891,Ørjan Nyland,2017,26,Ingolstadt,GB,12,1022
892,Ørjan Nyland,2016,25,Ingolstadt,GB,6,540
893,Ørjan Nyland,2013,22,Norway U21,IEU,3,270
894,Simon Moore,2020,30,Sheffield Uni..,EPL,2,180
895,Simon Moore,2018,28,Sheffield Uni..,EC,18,1488
896,Simon Moore,2016,26,Cardiff,EC,7,588
897,Simon Moore,2015,25,Cardiff,EC,10,778
898,Alisson,2020,27,Liverpool,EPL,28,2455
899,Alisson,2020,27,Liverpool,UCL,5,450
900,Alisson,2019,26,Brazil,ICA,6,570
901,Alisson,2019,26,Liverpool,EPL,38,3420
902,Alisson,2019,26,Liverpool,UCL,13,1170
903,Alisson,2018,25,Roma,ISA,37,3330
904,Alisson,2018,25,Roma,UCL,12,1080
905,Alisson,2017,24,Roma,UEL,10,900
906,Alisson,2016,23,Internacional,BSA,1,90
907,Alisson,2018,25,Brazil,WC,5,450
908,Alisson,2015,22,Internacional,BSA,26,2266
909,Alisson,2014,21,Internacional,BSA,11,990
910,Ederson,2020,26,Manchester Ci..,EPL,34,2982
911,Ederson,2020,26,Manchester Ci..,UCL,6,496
912,Ederson,2019,25,Manchester Ci..,EPL,38,3420
913,Ederson,2019,25,Manchester Ci..,UCL,10,900
914,Ederson,2018,24,Manchester Ci..,UCL,9,810
915,Ederson,2018,24,Manchester Ci..,EPL,37,3197
916,Ederson,2017,23,Benfica,PLN,27,2381
917,Ederson,2017,23,Benfica,UCL,7,630
918,Ederson,2016,22,Benfica,UCL,3,270
919,Ederson,2015,21,Rio Ave,UEL,2,180
920,Paul Robinson,2017,37,Burnley,EPL,3,270
921,Paul Robinson,2015,35,Blackburn,EC,7,630
922,Paul Robinson,2014,34,Blackburn,EC,21,1890
923,Paul Robinson,2012,32,Blackburn,EPL,34,3060
924,Paul Robinson,2011,31,Blackburn,EPL,36,3196
925,Paul Robinson,2010,30,Blackburn,EPL,35,3086
926,Danny Ward,2017,24,Huddersfield,EC,45,3996
927,Danny Ward,2016,23,Liverpool,EPL,2,180
928,Danny Ward,2016,23,Wales,UEC,1,90
