,Name,Year,Age,Team,Competition,Appearances,Minutes
629,Jonas Lössl,2015,26,Guingamp,FL1,30,2689
630,Aynsley Pears,2020,22,Middlesbrough,EC,24,2160
631,Dejan Stojanovic,2020,27,Middlesbrough,EC,8,720
632,Dejan Stojanovic,2014,21,Bologna,ISA,1,90
633,Dejan Stojanovic,2013,20,Bologna,ISA,4,360
634,Simon Sluga,2020,27,Luton,EC,33,2970
635,Simon Sluga,2018,25,Rijeka,UEL,3,270
636,Samuel Sahin-Radlinger,2020,27,Barnsley,EC,18,1620
637,Samuel Sahin-Radlinger,2019,26,Hannover 96,GB,1,90
638,Samuel Sahin-Radlinger,2017,24,Hannover 96,GB2,2,180
639,João Virgínia,2020,20,Reading,EC,2,180
640,Angus Gunn,2020,24,Southampton,EPL,10,900
641,Angus Gunn,2019,23,Southampton,EPL,12,1080
642,Angus Gunn,2018,22,Norwich,EC,46,4140
643,Arijanet Muric,2020,21,Nottingham Fo..,EC,4,360
644,Arijanet Muric,2019,20,NAC Breda,NE,1,90
645,Arijanet Muric,2019,20,Kosovo,UNL,1,90
646,Ben Alnwick,2019,32,Bolton,EC,27,2430
647,Ben Alnwick,2018,31,Bolton,EC,39,3466
648,Ben Alnwick,2014,27,Charlton,EC,10,900
649,Ben Alnwick,2010,23,Tottenham,EPL,1,90
650,Bradley Collins,2020,23,Barnsley,EC,19,1710
651,Illan Meslier,2020,20,Leeds,EC,10,900
652,Joe Murphy,2016,34,Huddersfield,EC,7,630
653,Joe Murphy,2015,33,Huddersfield,EC,2,180
654,Kamil Grabara,2020,21,Huddersfield,EC,28,2513
655,Kamil Grabara,2019,20,Poland U21,IEU,3,270
656,Matthew Gilks,2020,38,Fleetwood,EL1,5,450
657,Matthew Gilks,2017,35,Wigan,EC,14,1215
658,Matthew Gilks,2014,32,Blackpool,EC,46,4140
659,Matthew Gilks,2011,29,Blackpool,EPL,18,1576
660,Rafael Cabral,2020,30,Reading,EC,44,3960
661,Rafael Cabral,2019,29,Sampdoria,ISA,2,180
662,Rafael Cabral,2017,27,Napoli,ISA,1,90
663,Rafael Cabral,2015,25,Napoli,ISA,23,2070
664,Rafael Cabral,2015,25,Napoli,UEL,6,540
665,Rafael Cabral,2014,24,Napoli,ISA,8,673
666,Rafael Cabral,2014,24,Napoli,UCL,1,90
667,Rafael Cabral,2014,24,Napoli,UEL,1,46
668,Rafael Cabral,2013,23,Santos FC,BSA,5,450
669,Ryan Schofield,2020,20,Huddersfield,EC,1,90
670,Liam Kelly,2020,24,Queens Park R..,EC,19,1710
671,Jordan Smith,2020,25,Nottingham Fo..,EC,2,180
672,Jordan Smith,2018,23,Nottingham Fo..,EC,29,2610
673,Jordan Smith,2017,22,Nottingham Fo..,EC,15,1327
674,Danny Ward,2017,24,Huddersfield,EC,45,3996
675,Danny Ward,2016,23,Liverpool,EPL,2,180
676,Danny Ward,2016,23,Wales,UEC,1,90
